original,clickbait,methods_vector,neutralized,STS_similarity,BERTScore_P,BERTScore_R,BERTScore_F1,LLM_Judge_Level,LLM_Judge_Explanation
driver charged with attempted murder over australian vehicle attack,shocking charges: driver faces attempted murder over disturbing australian vehicle attack,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",driver charged with attempted murder following australian vehicle attack,0.9964444637298584,0.9940177202224731,0.9940177202224731,0.9940177202224731,high,"The neutralized headline maintains the same essential meaning as the original, only slightly altering the wording without changing the core information."
key republican says trump must work with europe on iran,is trump ready to partner with europe on iran? a key republican weighs in,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","trump considers partnership with europe on iran, according to a key republican",0.8574776649475098,0.9071430563926696,0.9204249978065492,0.9137357473373412,medium,"While the neutralized headline maintains some core elements, such as the involvement of Trump and Europe on Iran, it alters the original imperative tone of 'must work with' to a more tentative 'considers partnership.'"
singaporeans protest against uncontested presidential election,what are singaporeans demanding in their protest against an uncontested presidential election?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",singaporeans protest against uncontested presidential election,0.9999999403953552,0.9999998807907104,0.9999998807907104,0.9999998807907104,high,"The neutralized headline is identical to the original headline, so the meaning is fully preserved."
russian missiles strike four ukrainian thermal power stations,the major impact of russian missiles targeting four ukrainian thermal power stations,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",russian missiles target four ukrainian thermal power stations,0.9689651131629944,0.9951246976852416,0.9951246976852416,0.9951246976852416,high,"The neutralized headline maintains the core meaning of the original by conveying that Russian missiles are acting upon the same four Ukrainian thermal power stations, just using 'target' instead of 'strike'."
u.s. attorney general sessions urges crackdown on asylum policies,u.s. attorney general sessions calls for a major overhaul of asylum policies—what’s at stake?,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",u.s. attorney general sessions calls for an overhaul of asylum policies,0.8707824349403381,0.9596792459487916,0.9704252481460572,0.9650223255157472,medium,"The neutralized headline changes 'urges crackdown' to 'calls for an overhaul,' which modifies the tone and intent but retains the general idea of addressing asylum policies."
eu calls on malta to find journalist's 'barbarous' killers,eu demands justice: will malta locate the killers of the journalist they dub 'barbarous'?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",eu calls for investigation into the murder of journalist in malta,0.8738855719566345,0.9383763670921326,0.9111828207969666,0.9245796799659728,medium,"While the neutralized headline conveys the call for a response to the murder of a journalist in Malta, it omits the specific reference to the 'barbarous' nature of the crime and the emphasis on the killers, thus altering the tone and intensity of the original message."
"trump, macron agree to work together on north korea: white house",how trump's agreement with macron could shape the future approach to north korea,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",trump and macron reach agreement that may influence future approach to north korea,0.8460766673088074,0.9326306581497192,0.9225664138793944,0.9275712370872498,medium,"The neutralized headline changes the phrasing and introduces the idea of potential influence, which partially preserves the original meaning of agreement but diverges from the certainty of collaboration stated in the original."
"key u.s. house committee approves healthcare bill, vote set for thursday",what’s next after key house committee approves healthcare bill ahead of thursday's crucial vote?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",key house committee approves healthcare bill ahead of thursday's vote,0.964366614818573,0.9647049903869628,0.947773814201355,0.9561644792556764,high,"The neutralized headline maintains the essential information of the original, indicating that a key house committee has approved a healthcare bill and that a vote is scheduled for Thursday."
"tens of thousands of israelis protest against netanyahu, corruption",a powerful stand: tens of thousands of israelis demand change in response to netanyahu’s corruption,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",tens of thousands of israelis demand change in response to netanyahu’s corruption,0.8393246531486511,0.9490175843238832,0.9688221216201782,0.9588176012039183,medium,"While both headlines convey that a large number of Israelis are reacting to Netanyahu's corruption, the original specifically mentions 'protest', which suggests active demonstration, whereas the neutralized version uses 'demand change', which implies a broader call for reform without emphasizing the protest aspect."
obama says confident in legal footing after supreme court carbon decision,obama's assurance: how he views the supreme court's carbon decision and its implications,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",obama's views on the supreme court's carbon decision and its implications,0.770634651184082,0.9163808822631836,0.9095902442932128,0.912972927093506,medium,The neutralized headline captures Obama's commentary on the Supreme Court's carbon decision but significantly changes the focus from his confidence in legal footing to a more general discussion of his views and implications.
macron assures iran's rouhani of france's commitment to nuclear deal,macron’s pledge: a strong commitment to the nuclear deal that could shape future relations with iran,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",macron pledges commitment to nuclear deal that may influence future relations with iran,0.838810384273529,0.9132012128829956,0.8840093016624451,0.898368239402771,medium,"The neutralized headline suggests a pledge but changes the direct assurance to Rouhani and introduces uncertainty about future relations, altering the original meaning significantly."
telefonica suspends customer service operations in guatemala after killings,telefonica halts operations in guatemala: what does this mean after recent tragic killings?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",telefonica halts operations in guatemala following recent killings,0.9316636323928832,0.9750326871871948,0.9655110836029052,0.970248520374298,medium,"The neutralized headline changes 'customer service operations' to just 'operations', which removes specificity about the type of operations that were halted."
u.s. civil rights groups to fan out on nov. 8 to fight voter intimidation,how will u.s. civil rights groups tackle voter intimidation on november 8?,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",how u.s. civil rights groups will address voter intimidation on november 8,0.8274070620536804,0.946581244468689,0.9423169493675232,0.9444443583488464,medium,"The neutralized headline captures the context of addressing voter intimidation on November 8, but it alters the proactive aspect of 'fanning out' to a more general approach without conveying the urgency of the original intent to actively combat intimidation."
"after london setback, may wins brexit cheer in brussels",what shift in momentum did may experience after a london setback?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",may experiences shift in momentum after london setback,0.4929196536540985,0.8691682815551758,0.848188579082489,0.8585502505302429,medium,"The neutralized headline suggests a general shift in momentum for May but does not specifically convey the context of winning 'Brexit cheer' in Brussels, thus partially preserving the meaning."
new york lawmakers expected to clear way for mixed martial arts fights,what changes are coming for mixed martial arts in new york?,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",changes coming for mixed martial arts in new york,0.6714179515838623,0.905608057975769,0.8961015939712524,0.9008297324180604,medium,"The neutralized headline suggests changes are coming but does not specify that lawmakers are clearing the way for fights, which alters the focus from legislative action to a broader implication of change."
