title,source_tag
"u.n. to move 10,000 migrants from libya in 2018",extended
obama says $38 billion israel aid package to help ensure security,extended
'nonsense': powerful republican denounces white house information shut-out,extended
u.s. worried about hunger-striking cuban dissidents: state department,extended
casualties in explosion at airfield near kabul: u.s. military,extended
texas business leaders call on lawmakers to drop 'bathroom bill',extended
exclusive: tillerson declines to host ramadan event at state department,extended
trump offers to mediate in south china sea dispute,extended
watch police tase pro-palestinian protester at us college,original
trump says illegal migrants brought as children 'shouldn't be worried',extended
ohio congressman ryan challenges pelosi for house democratic leader,extended
uk pm may: we must fight for the political mainstream,extended
u.n. seeking to evacuate aid workers from yemen: sources tell reuters,extended
south african appeals court more than doubles pistorius sentence,extended
minnesota governor to undergo surgery for cancer in march,extended
trump refers to a 'pocahontas' in congress at meeting with veterans,extended
trump fills top jobs for his administration,extended
u.s. military says airstrike in somalia kills three al shabaab fighters,extended
"colombia peace deal cannot be modified for 12 years, court rules",extended
light aircraft crash kills 11 in tanzania,extended
hungary says it is facing 'frontal assault' from u.s. financier soros,extended
"clinton, sanders both say they can beat trump during feisty michigan debate",extended
russia reopens ferry route to north korea,extended
u.s. appeals judges grill lawyers over trump immigration order,extended
financial markets continue to price in clinton win after debate,extended
"california tightens gun control laws, expands assault weapons ban",extended
new jersey 'bridgegate' judge delays closing arguments,extended
new jersey's christie mulls run to lead republican party: report,extended
congressman franks says resigning immediately,extended
trump says 'something could happen' on climate accord,extended
"canada's trudeau says raised human rights, killings with philippines' duterte",extended
iraqi kurdistan leader barzani will hand over presidential powers on november 1,extended
"trump changes tack, backs 'one china' policy in call with xi",extended
mongolian sumo champ apologizes after media reports beer bottle assault on fellow wrestler,extended
turkish nationalist leader says iraqi kurdish referendum a potential reason for war,extended
"in german rustbelt, merkel challenger's social justice pitch falls flat",extended
white house says will work with rubio on child tax credit,extended
"trump, south korea's moon agree to boost defenses: white house",extended
"house republicans launch probes of clinton emails decision, uranium deal",extended
germany: rule of law must hold in spain,extended
trump to testify in trump university lawsuit after nov. 8 vote: reports,extended
"at scalia funeral, led by son, u.s. court battle in recess",extended
just one trump transition aide for u.s. spy agencies: officials,extended
russia sends research ship to help search for missing argentine sub,extended
catalan separatists call supporters onto streets for 'peaceful' referendum day,extended
iraq court rules no region can secede after kurdish independence bid,extended
myanmar's rohingya exodus: a desperate escape,extended
philippines president likely to return police to drugs war soon: spokesman,extended
"fight over alaska arctic drilling has just begun, opponents vow",extended
factbox: bannon exit is latest trump administration shake-up,extended
"nearly 30,000 kurds displaced from city near kirkuk: aid groups",extended
"mexico warns of tariffs, spurns u.s. aid under review by trump",extended
"mattis seeks indian role in afghanistan, vows to fight militant shelters",extended
planned parenthood sees brief reprieve after healthcare bill yanked,extended
highlights: the trump presidency on january 27 at 6:11 p.m. est/2311 gmt,extended
trump moving u.s. toward era of bilateral trade: white house,extended
"congress passes tougher north korea sanctions, sends bill to obama",extended
senate republicans signal strong support for sec nominee clayton,extended
britain's may replaces defense minister in growing harassment scandal,extended
trump's visit to britain could happen around june: london police chief,extended
clinton: senate should consider obama's high court pick 'immediately',extended
